CASEID,W1_CASEID,W2_CASEID2,W1_TM_START,W1_TM_FINISH,W1_WEIGHT1,W1_WEIGHT2,W1_WEIGHT3,W2_TM_START,W2_TM_FINISH,W2_DURATION,W2_QFLAG,W2_WEIGHT1,W2_WEIGHT2,W2_WEIGHT3,W1_A1,W1_A2,W1_A4,W1_A5A,W1_A5A_OTHER_TEXT,W1_A5B,W1_A5B_OTHER_TEXT,W1_A10,W1_A11,W1_A12,W1_A12A,W1_B1,W1_B2,W1_B3,W1_B4,W1_C1,W1_C1_OTHER_TEXT,W1_C1B,W1_C1C,W1_C2,W1_D1,W1_D2,W1_D3,W1_D4,W1_D5,W1_D6,W1_D7,W1_D8,W1_D9,W1_D10,W1_D11,W1_D12,W1_D13,W1_D14,W1_D15,W1_D16,W1_D17,W1_D18,W1_D19,W1_D20,W1_E1,W1_E2,W1_E2A,W1_E3,W1_E4,W1_E5_1,W1_E5_2,W1_E5_3,W1_E5_4,W1_E5_5,W1_E5_6,W1_E5_7,W1_E61_A,W1_E61_B,W1_E61_C,W1_E61_D,W1_E62_A,W1_E62_B,W1_E62_C,W1_E62_D,W1_E63_A,W1_E63_B,W1_E63_C,W1_E63_D,W1_E64_A,W1_E64_B,W1_E64_C,W1_E64_D,W1_E7,W1_E8,W1_E9_A,W1_E9_B,W1_E9_C,W1_E9_D,W1_E9_REFUSED,W1_F1,W1_F1A,W1_F2,W1_F2A,W1_F3,W1_F4_A,W1_F4_B,W1_F4_C,W1_F4_D,W1_F4_E,W1_F5_A,W1_F5_B,W1_F5_C,W1_F5_D,W1_F5_E,W1_F6,W1_G2,W1_G2B,W1_G2C,W1_G3A,W1_G3B,W1_G3C,W1_H1,W1_H2,W1_H3,W1_H4,W1_H5,W1_H6,W1_H7,W1_H8,W1_I1,W1_I2,W1_J1_A,W1_J1_B,W1_J1_C,W1_J1_D,W1_J1_E,W1_J1_F,W1_J1_G,W1_J2,W1_J3A_A,W1_J3A_B,W1_J3A_C,W1_K1_A,W1_K1_B,W1_K1_C,W1_K1_D,W1_K4,W1_K5,W1_L1_A,W1_L1_B,W1_L1_C,W1_L2_1,W1_L2_2,W1_L2_3,W1_L2_4,W1_L2_5,W1_L2_REFUSED,W1_L3,W1_L4_A,W1_L4_B,W1_L4_C,W1_L4_D,W1_L5_A,W1_L5_B,W1_L5_C,W1_L5_D,W1_L5_E,W1_L5_F,W1_M1,W1_M1_OTHER_TEXT,W1_M1A,W1_M5,W1_M2,W1_M3,W1_M4,W1_M6,W1_M7,W1_M8,W1_M9,W1_M10,W1_M11,W1_M12,W1_N1A,W1_N1B,W1_N1C,W1_N1D,W1_N1E,W1_N1F,W1_N1G,W1_N1H,W1_N1I,W1_N1J,W1_N1K,W1_N1L,W1_N1M,W1_N1N,W1_O1,W1_O3,W1_O4,W1_O5,W1_P2,W1_P3,W1_P4,W1_P4_OTHER_TEXT,W1_P5,W1_P5A,W1_P6,W1_P8,W1_P9,W1_P10,W1_P11,W1_P13,W1_P13A,W1_P13B,W1_P13B_TEXT,W1_P14,W1_P15,W1_P16A,W1_P16B,W1_P16C,W1_P16D,W1_P16E,W1_P16F,W1_P16G,W1_P16H,W1_P16I,W1_P16J,W1_P16K,W1_P16L,W1_P16M,W1_P16_REFUSED,W1_P17,W1_P17A,W1_P18,W1_P19,W1_P20,W1_P21,W1_ORDER_Q1,W1_Q1_A,W1_Q1_B,W1_QA1,W1_QA2,W1_QA2A,W1_QA4A,W1_QA4B,W1_QA4C,W1_QA5D,W1_QA6,W1_QB1,W1_QB2,W1_QB2A,W1_QB3,W1_QB3A,W1_ORDER_M13,W1_M13_A,W1_M13_B,W1_M13_C,W1_M13_D,W2_QB1A,W2_QB1B,W2_QB1C,W2_QB1D,W2_QB1D_TEXT,W2_QB2A,W2_QB2B,W2_QB3,W2_QE1,W2_QE1A,W2_QE2,W2_QE2A,W2_QE3,W2_QF1A,W2_QF1B,W2_QF1C,W2_QF1D,W2_QF2A,W2_QF2B,W2_QF2C,W2_QF2D,W2_QF3A,W2_QF3B,W2_QF3C,W2_QF3D,W2_QF4A,W2_QF4B,W2_QF4C,W2_QF4D,W2_QF5A,W2_QF5B,W2_QF5C,W2_QF5D,W2_QF6A,W2_QF6B,W2_QF6C,W2_QF6D,W2_QF7A,W2_QF7B,W2_QF7C,W2_QF7D,W2_QF8,W2_QF9,W2_QF10A,W2_QF10B,W2_QF10C,W2_QF10D,W2_QG_1,W2_QG_2,W2_QG_3,W2_QH1,W2_QH2,W2_QH2A,W2_QI1,W2_QI2,W2_QI3,W2_QI4_A,W2_QI4_B,W2_QI4_C,W2_QI4_D,W2_QDISP11,W2_J1_A,W2_J1_B,W2_J1_C,W2_J1_D,W2_QK1,W2_QK2,W2_QK3,W2_QK3A,W2_QL1A,W2_QL1B,W2_QL2A,W2_QL2B,W2_QL2C,W2_QL3,W2_QL4,W2_QM8,W2_QM9,W2_QM10,W2_QM11,W2_QM12,W2_QN1,W2_QN2,W2_QN3,W2_QN4,W2_QO1,W2_QO2,W2_QO3,W1_ORDER_A1,W1_ORDER_A2,W1_ORDER_A12,W1_ORDER_B1,W1_ORDER_B2,W1_ORDER_B3,W1_ORDER_B4,W1_ORDER_C2,W1_ORDER_E2,W1_ORDER_E2A,W1_ORDER_F1,W1_ORDER_F1A,W1_ORDER_F2,W1_ORDER_F2A,W1_ORDER_F3,W1_ORDER_F4,W1_ORDER_F5,W1_ORDER_G2,W1_ORDER_G3A,W1_ORDER_H1,W1_ORDER_I1,W1_ORDER_J1,W1_ORDER_J3A,W1_ORDER_K1,W1_ORDER_L4_A,W1_ORDER_L4_B,W1_ORDER_L4_C,W1_ORDER_L4_D,W1_ORDER_L5_A,W1_ORDER_L5_B,W1_ORDER_L5_C,W1_ORDER_L5_D,W1_ORDER_L5_E,W1_ORDER_L5_F,W1_ORDER_M3,W1_ORDER_O1,W2_ORDER_QB3_1,W2_ORDER_QB3_2,W2_ORDER_QB3_3,W2_ORDER_QB3_4,W2_ORDER_QE1A,W2_ORDER_QE2A,W2_ORDER_QF1_A,W2_ORDER_QF1_B,W2_ORDER_QF1_C,W2_ORDER_QF1_D,W2_ORDER_QF2_A,W2_ORDER_QF2_B,W2_ORDER_QF2_C,W2_ORDER_QF2_D,W2_ORDER_QF3_A,W2_ORDER_QF3_B,W2_ORDER_QF3_C,W2_ORDER_QF3_D,W2_ORDER_QF4_A,W2_ORDER_QF4_B,W2_ORDER_QF4_C,W2_ORDER_QF4_D,W2_ORDER_QF5_A,W2_ORDER_QF5_B,W2_ORDER_QF5_C,W2_ORDER_QF5_D,W2_ORDER_QF6_A,W2_ORDER_QF6_B,W2_ORDER_QF6_C,W2_ORDER_QF6_D,W2_ORDER_QF7_A,W2_ORDER_QF7_B,W2_ORDER_QF7_C,W2_ORDER_QF7_D,W2_ORDER_QF10_A,W2_ORDER_QF10_B,W2_ORDER_QF10_C,W2_ORDER_QF10_D,W2_ORDER_M10_M11,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT1317,PPT18OV,PPT25,PPT612,PPWORK,PPNET
1238,1283,1291,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.4268,2.1493,2.0089,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,6,1,.6196,2.8873,2.8625,5,3,2, , ,2, ,1,1,1,1,3,3,3,3,3, , ,3,4,85,65,75,65,998,998,75,70,75,70,998,998,998,998,998,998,998,998,998,998,6, , ,2,1,0,0,0,0,0,1,0,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2, ,0,0,0,0,1,2, ,2, ,4,2,2,2,2,2,1,1,1,1,1,5,3, ,2,2, , ,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,1,4,3,5,3,3,3,3,5,5,4,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,13, ,3,6, ,2,2, , , , , , , ,998,998,998,998,998,998,998,998,998,998,998,998,998,998,3,5,2,3,-1,-1,1, ,2,5,4,2,2,2,2,1,1, , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,-1,1,2,4,4,3,2, ,3,3,3,4,2,2,2, ,2, ,2,2,2,2,2,2, , , , ,1, ,1,1,2,3, ,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,2,2,2,3,3, ,4,4,-1,3,3,3,3, ,1,1,1,1,2,3,1,2,4,-1,2,2,2,2,3,4,4,4,4,3,1,1,2, ,3,3,3,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,3,4,4,3,6,1,5,2,1,2,1,2,3,4,1, ,1,2,4,3,2,4,3,1,3,4,1,2,2,1,4,3,4,1,2,3,2,3,1,4,1,2,4,3,2,4,1,3,1,20,1,1,10,3,2,1,0,2,2,2,5,1,1,2,1,23,0,0,2,0,0,4,1
1239,1284, ,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.7503,3.7785,3.5318,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR, , , , , ,3,3,1,2, , , ,2,4,1,1,3,3,3,3,2, ,1, ,4,100,-1,100,70,100,998,100,50,50,100,0,100,15,998,998,998,998,85,85,100,1, , ,2,1,1,0,0,0,0,0,0,1,4,4,4,1,4,4,4,2,4,4,4,2,4,4,4,2, ,1,0,0,0,0,2, ,1,2,2,2,1,2,1,2,2,1,2,1,2,3,2, , ,2, , ,4,2,3,3,4,4,2,4,3,3,6,8,8,7,3,8,8,2,3,3,2,3,3,3,2,6,7,4,4,4,0,0,0,0,0,1,1,2,2,2,1,2,2,2,2,2,1,1, ,1,2,2,2,2,1,1,1,1,1,2,2,80,85,85,85,85,85,50,85,70,50,85,85,60,85,4,4,4,4,3,2,1, ,1,3,4,2,2,1,2,1,1, , ,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,5,4,9,1,1,3,4,2,1,2,3,2,2,4,2,1,1,2,1,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,3,4,2,1,4,6,1,3,5,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,62,5,4,8,1,2,1,0,4,1,9,1,1,2,3,1,33,0,0,2,0,2,7,0
1240,1285,372,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.1824,.9187,.8587,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,22,1,.1678,.7817,.775,2,1,2, , ,2, ,5,8,1,1,3,1,3,4,3, , ,2,2,100,50,100,50,60,50,85,15,85,60,50,85,15,85,15,85,50,85,50,50,1, , ,2,1,1,0,1,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,0,1,0,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,5,1,2, ,2, , ,1,2,4,2,1,2,4,3,3,4,0,10,8,0,0,5,4,1,5,3,3,3,2,2,3,4,5,2,4,2,0,0,0,0,0,1,1,-1,2,2,2,2,2,2,2,2,2,13, ,3,6, ,4,1, , , , , , , ,40,100,100,100,100,100,85,100,50,100,60,85,50,100,5,5,5,2,2,2,1, ,2,4,4,2,2,2,2,1,2,6, ,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,12,1,2,4,4,3,1,2,1,4,4,3,3,1,1,2,1,2,2,1,4,4,4,1, , , , ,1, ,3,1,2,1,2,3,7,7,7,7,6,7,7,5,1,1,6,6,2,4,2,4,6,5,6,5,6,5,6,5,6,5,6,6,2,1,7,7,2,2,1,3,3,5,1,1,7,7,1,5,2,2,1, ,100,40,100,100,3,3,1,2,3,5,2,1,2,3,1,1,3,2,3,4,1,2,1,2,3,1,3,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,4,3,1,4,3,5,1,2,6,1,2,1,2,3,4,1,1,1,4,2,3,2,4,3,1,4,3,2,1,2,4,3,1,2,1,3,4,4,2,3,1,3,1,2,4,4,1,3,2,2,45,4,3,12,4,2,1,1,5,1,15,1,1,3,7,1,74,0,0,3,2,0,1,1
1241,1286, ,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,1.3426,.6686,.6941,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR, , , , , ,1,1,2, , ,1, ,5,8,2,2,1,1,1,5,2, ,1, ,1,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1, , ,2,2, , , , , , , ,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2, ,0,1,0,0,0,2, ,2, ,1,1,1,1,1,1,1,1,1,1,1,10,2, , ,2, , ,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,2,1,1,1,3,3,3,3,9,10,4,4,4,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,13, ,3,1,6,1,1,2,2,2,2,2,2,2,998,998,998,998,998,998,998,998,998,998,998,998,998,998,5,5,5,5,5,5,1, ,1,5,1,2,2,2,2,2, , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,1,2,2,1,1, , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,3,1,4,4,6,5,3,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43,3,2,9,2,4,1,0,4,3,1,5,1,1,2,2,22,0,0,4,0,0,6,0
1242,1287,971,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.0158,.0796,.0744,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,25,1,.0212,.0986,.0978,1,1,1,2, , , ,2,3,1,1,2,2,2,3,2, ,1, ,4,100,0,85,50,60,0,70,40,85,70,30,100,30,50,0,50,998,50,70,60,2,2, ,1, ,1,0,1,0,0,1,0,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,1,1,1,0,1,0,1,1,1,1,4,3,2,3,2,2,3,3,3,3,3,10,2, , ,1,1, ,4,3,3,3,3,3,2,3,2,2,6,5,8,3,2,8,5,-1,3,4,4,2,1,3,1,9,-1,3,1,4,0,0,0,0,0,1,-1,1,1,1,1,2,2,1,2,-1,1,1, ,1,6, ,3,2, , , , , , , ,-1,-1,-1,-1,-1,-1,50,100,85,50,-1,70,-1,70,4,4,3,4,2,-1,1, ,2,4,4,2,2,2,1,1,1, , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,1,1,1,1,2,3,-1, ,3,4,3,4,3,1,-1, ,-1, ,1,-1,-1,-1,1,2, , , , ,1, ,1,1,1,1,1,10,4,4,4,4,4,4,4,4,5,5,5,6,1,1,1,1,4,6,5,5,2,2,4,3,4,4,4,4,2,2,6,6,2,1,1,3,3,2,2, ,3,4,1,5,5,2,5, ,100,40,80,80,2,5,2,2,4,3,2,3,2,-1,1,2,3,3,2,6,2,1,1,4,1,3,3,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,3,2,4,1,3,2,5,6,1,4,2,2,4,3,2,1,1,1,4,2,3,1,1,4,3,2,3,4,1,2,4,1,2,3,3,4,2,1,3,2,4,1,3,4,1,2,2,1,3,4,1,56,5,3,11,3,2,1,1,1,1,1,5,1,2,3,2,33,0,0,1,0,0,2,1
1243,1288,795,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.0603,.3037,.2839,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,19,1,.0588,.2739,.2716,2,1,1,2, , , ,4,8,1,1,3,2,4,3,3, , ,2,5,70,40,85,50,30,50,60,50,70,60,50,50,0,60,15,70,50,60,50,50,1, , ,2,2, , , , , , , ,2,3,3,3,2,3,3,2,2,3,3,2,2,2,3,2,1,3,1,0,0,0,0,1,2,1,1,2,3,2,3,2,3,2,2,2,2,2,7,1,2, ,1,2, ,4,4,2,2,3,4,2,4,4,4,8,7,9,7,9,8,5,2,4,3,4,3,3,3,2,7,7,2,4,4,0,0,0,0,0,1,1,2,2,2,1,2,2,2,2,2,1,1, ,1,2,1,2,2,1,1,1,1,1,1,2,60,70,70,70,70,50,50,70,40,50,70,70,60,85,5,4,4,4,3,2,1, ,1,3,4,1,1,-1,1,1,1, , ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,12,2,1,3,3,3,1,2,2,4,2,4,3,2,1,2,1,2,1,4,4,4,4,2, , , , ,2, ,1,1,1,1,1,8,5,6,7,-1,-1,4,4,3,4,2,6,6,5,3,6,4,3,6,6,4,3,4,3,5,4,3,5,5,2,2,6,6,2,3,2,1,3,4,1,2,5,7,1,3,4,2,4, ,70,50,55,55,2,3,1,2,4,4,2,3,2,2,2,2,4,4,4,3,2,1,1,2,3,3,3,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,4,1,3,2,1,6,5,4,3,2,1,4,3,2,1,1,1,4,2,3,1,1,2,3,4,3,2,1,4,2,1,3,4,3,1,4,2,1,2,4,3,4,2,1,3,3,4,2,1,2,62,5,4,10,3,2,1,1,5,1,14,1,0,3,6,1,64,0,1,4,0,0,5,1
1244,1289, ,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.3562,1.7941,1.677,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR, , , , , ,2,1,1,2, , , ,4,7,1,1,5,4,5,2,2, ,2, ,2,100,0,100,0,0,0,15,0,100,40,0,100,998,998,0,998,998,998,998,50,1, , ,2,2, , , , , , , ,1,4,4,4,3,4,4,4,4,2,4,4,4,2,4,4,2, ,1,0,0,0,0,2, ,2, ,3,3,2,2,2,3,1,1,1,1,1,8,1,1, ,1,1, ,5,5,3,2,2,2,4,4,5,5,10,9,8,-1,7,8,9,2,2,2,2,3,3,4,4,7,7,4,4,4,0,0,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,1, ,2,6, ,3,3, , , , , , , ,70,50,50,30,50,998,50,998,50,0,60,70,0,998,2,2,1,2,1,3,1, ,1,4,4,2,2,1,2,1,1, , ,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,5,2,2,2,3,5,2, ,2,3,3,3,3,2,2, ,2, ,1,3,2,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,3,1,2,4,5,4,1,2,6,3,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49,4,3,9,2,2,1,1,2,1,3,1,1,3,7,1,74,0,0,2,0,0,1,0
1245,1290, ,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.2991,1.5061,1.4078,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR, , , , , ,2,2,1,2, , , ,2,3,1,2,4,2,3,4,3, , ,3,4,75,40,95,50,30,40,90,15,50,40,15,55,20,50,20,0,0,30,38,55,1, , ,1, ,1,0,1,0,0,1,0,1,4,4,4,1,4,4,4,2,1,2,4,2,1,3,4,1,2,1,1,0,1,0,1,2,3,2,6,2,1,2,1,3,1,1,2,1,2,4,1,2, ,3, ,1,5,2,3,2,2,4,2,5,5,5,10,6,9,6,6,2,6,3,4,3,4,4,3,3,3,7,8,2,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2, ,2,3,2,3,2,1,1,2,2,2,2,1,50,50,50,50,80,40,50,90,40,20,60,50,50,70,5,5,3,5,3,3,1, ,1,3,2,2,2,2,2,1,1, , ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,11,1,1,3,4,1,1,1,4,4,2,4,3,2,1,1,1,1,1,3,3,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,3,2,4,3,5,6,1,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,3,2,12,4,2,1,0,3,1,18,1,1,3,5,2,58,0,0,2,1,0,1,1
1246,1291,813,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,1.517,.7554,.7842,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,17,1,1.7748,.9184,.9898,2,1,1,2, , , ,1,5,1,1,5,4,4,3,2, ,2, ,2,70,0,85,15,0,0,15,0,100,50,0,60,50,60,0,85,50,60,50,70,3, , ,1, ,1,0,0,0,0,1,0,1,4,4,4,1,4,4,4,2,4,4,4,2,4,4,4,1,2,1,1,0,1,0,1,2,1,3,2,3,3,2,3,4,4,3,4,4,4,8,1,1, ,1,1, ,5,5,4,5,-1,3,4,5,5,5,0,10,10,10,9,1,3,1,3,5,2,3,2,2,2,7,3,4,4,4,0,0,0,0,0,1,2,2,2,2,1,2,2,1,2,2,2,11, ,2,6, ,4,1, , , , , , , ,50,85,85,85,85,85,85,60,0,50,85,30,50,50,5,5,5,5,3,3,2, ,1,2,4,2,2,1,2,1,1, , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2, , , ,4,2,2,4,4, , , , , , , , , , , , , ,2, , , , ,4, , , , ,1, ,1,1,1,1,1,9,4,7,7,7,4,3,2,2,6,6,6,3,2,6,2,5,7,7,7,6,4,4,4,5,4,4,3,2,1,2,7,4,1,1,2,2,3,5,2, ,1,7,1,5,3,5,2, ,100,50,100,100,1,1,1,1,4,4,1,1,1,4,1,3,7,7,3,5,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,4,3,2,3,4,1,2,6,5,2,1,1,2,3,4,1,1,1,2,3,4,4,3,2,1,2,1,4,3,2,4,1,3,3,1,2,4,3,2,1,4,4,3,1,2,4,3,1,2,1,67,6,4,9,2,4,1,1,1,3,4,5,1,3,5,2,59,0,0,1,0,0,5,1
1247,1293,523,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.7779,.3874,.4021,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,23,1,.6242,.323,.3481,2,1,1,1, , , ,4,7,2,1,5,4,4,2,3, , ,1,6,0,85,0,85,60,70,85,70,15,0,60,0,0,60,70,0,50,0,30,15,1, , ,2,2, , , , , , , ,2,2,1,4,2,2,2,4,1,4,1,4,2,3,4,4,1,3,0,1,0,1,0,1,1,2, ,1,2,2,2,2,2,1,1,1,1,1,8,3, ,1,2, , ,1,3,1,5,2,2,5,2,4,4,0,5,3,3,3,3,3,3,5,5,5,3,2,3,2,1,1,2,2,4,0,0,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,1, ,1,1,2,2,4,1,1,1,2,2,2,2,50,50,50,50,50,50,15,30,30,50,50,60,15,70,5,5,5,4,3,3,1, ,1,4,2,2,2,1,2,1,1, , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,-1,11,2,1,2,4, , , , , , , , , , , , , ,1, , , , ,3, , , , ,4, ,1,3, ,2,3,5,5,7,6,7,4,2,3,2,2,1,4,6,2,6,2,5,3,6,6,6,2,3,3,6,4,3,5,3,2,3,6,6,2,3,2,3,3,2,2, ,1,7,1,3,5,1,1, ,60,50,30,30,3,1,1,1,4,4,3,4,4,1,1,3,7,6,5,3,2,2,1,3,2,3,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,4,2,3,3,4,2,6,1,5,2,2,1,2,3,4, ,2,1,2,4,3,1,3,4,2,2,1,4,3,4,3,2,1,3,1,2,4,2,3,4,1,1,4,3,2,3,1,2,4,2,65,6,4,10,3,1,1,1,2,1,10,1,0,3,7,1,74,0,0,2,0,0,1,1
1248,1294,1332,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.0237,.1193,.1115,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,24,1,.0324,.1511,.1498,2,1,1,2, , , ,4,8,1,2,4,4,4,4,2, ,2, ,3,60,40,85,30,0,15,50,0,70,65,40,60,15,15,0,60,30,70,70,85,1, , ,1, ,0,0,1,0,0,1,0,1,3,3,4,2,3,2,2,2,2,2,3,2,3,2,3,1,1,1,1,0,1,0,1,2,1,2,3,4,3,3,2,4,4,3,3,2,3,7,1,2, ,1,2, ,4,5,2,2,3,4,2,4,4,3,0,8,10,0,6,0,6,1,4,4,3,3,3,2,3,7,5,4,2,4,0,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,1, ,2,5,1,2,2,2,1,1,1,2,2,2,40,50,60,60,85,40,50,60,40,50,50,60,0,60,5,5,4,3,4,3,1, ,2,4,2,1,2,1,2,1,1, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,18,1,2,3,3,2,2, ,2,3,2,4,4,1,2, ,2, ,1,1,4,1,1,3, , , , ,2, ,1,1,2,1,2,8,6,6,7,6,2,4,3,3,5,2,5,6,2,2,2,3,5,7,6,6,2,2,3,4,6,6,5,5,1,2,6,5,2,2,1,2,2,4,2, ,4,6,1,5,5,2,3, ,50,30,50,60,2,3,1,3,3,4,2,3,2,4,1,4,4,3,1,4,2,2,1,2,3,3,3,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,3,1,4,2,3,2,6,1,5,4,1,2,4,3,2,1,1,1,4,1,2,3,3,1,4,2,4,2,1,3,4,3,1,2,4,1,3,2,2,3,1,4,1,3,4,2,2,1,4,3,2,62,5,4,13,4,2,1,1,2,1,19,1,1,2,3,1,33,0,0,2,0,0,5,1
